0,-54.708,-62.804,-51.326,-57.773,-63.249,-59.872,-66.131,-58.835,-77.008,-54.097,-63.043,-52.146,-57.667,-57.372,-56.671,-56.798,-59.193,-61.512,-56.819,-53.166,-71.715,-56.224,-73.452,-66.996,-56.146,-56.441,-57.652,-63.168,-50.89,-70.471,-59.324,-63.669,-67.721,-73.099,-61.322,-60.74,-59.891,-63.481,-51.001,-51.184,-71.585,-57.034,-52.86,-58.507,-54.937,-54.383,-62.126,-74.646,-55.668,-46.744,-51.396,-57.967,-64.206,-53.296,-57.899,-55.11,-63.34,-54.562,-72.866,-50.429,-54.657,-54.144,-50.471,-56.014,-66.826,-58.709,-62.423,-57.092,-60.177,-63.782,-68.122,-63.735,-58.484,-62.739,-61.27,-59.429,-51.323,-66.411,-58.152,-65.147,-57.052,-67.992,-58.74,-55.755,-51.798,-64.735,-66.359,-60.077,-66.038,-64.628,-50.379,-56.728,-69.048,-58.943,-64.741,-75.858,-58.764,-64.218,-59.886,-68.452,-53.803,-75.424,-59.489,-64.391,-75.478,-59.347,-87.402,-55.712,-68.474,-57.094,-67.06,-46.958,-57.666,-65.352,-55.193,-61.183,-59.174,-52.396,-61.683,-46.391,-53.838
-54.708,0,-63.926,-53.07,-60.972,-57.564,-57.684,-76.567,-56.801,-83.644,-56.382,-61.62,-52.465,-59.816,-64.686,-51.451,-56.98,-67.943,-49.313,-56.203,-55.422,-59.594,-71.958,-54.414,-54.012,-63.745,-62.314,-64.471,-69.808,-50.573,-58.16,-56.637,-63.302,-60.224,-65.931,-61.007,-61.49,-56.488,-70.796,-59.585,-57.71,-58.291,-66.365,-63.32,-57.178,-53.148,-56.886,-64.364,-67.26,-52.167,-53.633,-55.72,-57.453,-59.81,-61.636,-61.775,-61.12,-61.226,-63.042,-61.159,-50.483,-55.566,-56.863,-50.697,-53.09,-58.254,-53.033,-58.935,-54.778,-65.633,-57.516,-61.68,-58.712,-57.397,-65.405,-74.567,-58.296,-49.972,-64.785,-51.833,-78.387,-48.512,-57.925,-60.754,-57.681,-52.369,-78.642,-68.719,-56.936,-73.074,-67.027,-57.889,-68.026,-80.011,-53.924,-56.884,-79.243,-56.437,-60.416,-66.428,-61.039,-52.253,-71.462,-60.176,-62.962,-60.279,-63.032,-64.535,-61.972,-59.624,-68.397,-63.288,-59.225,-62.973,-63.691,-51.792,-55.927,-61.111,-50.953,-70.933,-53.572,-73.636
-62.804,-63.926,0,-70.087,-48.099,-54.082,-53.051,-66.113,-77.234,-65.38,-64.9,-52.268,-62.916,-54.03,-64.656,-51.189,-49.722,-55.202,-89.694,-58.182,-55.913,-71.045,-53.138,-56.191,-63.808,-67.895,-45.464,-50.951,-64.101,-56.933,-65.434,-61.482,-56.649,-81.913,-64.324,-59.387,-75.863,-60.328,-70.709,-55.787,-63.653,-67.691,-53.988,-47.705,-54.835,-53.382,-69.48,-53.357,-59.481,-66.699,-56.838,-52.655,-56.822,-56.587,-72.492,-62.639,-67.464,-57.009,-60.109,-66.376,-58.366,-84.773,-56.35,-77.907,-60.885,-67.684,-65.528,-77.514,-54.699,-64.519,-54.226,-60.968,-55.901,-70.164,-61.479,-62.527,-66.61,-60.097,-58.974,-67.268,-75.922,-71.968,-68.634,-53.81,-57.961,-53.886,-69.97,-59.531,-67.797,-79.743,-70.204,-56.018,-76.184,-70.759,-69.834,-58.952,-77.371,-65.607,-72.218,-52.686,-91.782,-63.787,-78.424,-56.741,-64.403,-62.829,-70.989,-81.853,-53.03,-77.049,-60.298,-57.64,-50.447,-65.725,-52.414,-65.633,-53.223,-61.295,-47.197,-55.855,-57.742,-53.149
-51.326,-53.07,-70.087,0,-67.528,-60.08,-58.443,-77.993,-55.096,-84.025,-50.2,-78.52,-51.464,-54.982,-55.349,-53.232,-58.392,-80.774,-64.216,-52.484,-49.722,-58.857,-79.647,-75.406,-57.729,-57.602,-67.932,-67.189,-78.064,-48.204,-65.28,-66.065,-75.423,-63.161,-75.026,-62.657,-52.482,-62.144,-77.312,-47.683,-51.263,-48.834,-56.368,-61.024,-65.453,-52.511,-55.466,-66.863,-68.048,-55.291,-50.79,-57.048,-58.4,-67.79,-53.571,-58.523,-66.336,-63.826,-55.869,-54.862,-52.501,-50.258,-52.724,-50.048,-56.264,-69.314,-50.544,-56.58,-67.216,-58.55,-64.514,-69.422,-64.821,-59.925,-51.17,-60.027,-58.551,-59.883,-60.669,-49.691,-76.127,-60.049,-53.561,-74.278,-56.471,-51.127,-60.369,-57.422,-72.802,-53.781,-81.661,-59.301,-53.42,-67.747,-62.346,-55.181,-72.027,-58.696,-69.681,-72.154,-64.39,-79.215,-57.486,-70.929,-60.916,-59.415,-60.488,-76.896,-57.682,-59.026,-59.113,-60.243,-58.31,-55.364,-62.625,-60.921,-54.89,-61.896,-55.307,-59.228,-52.121,-52.331
-57.773,-60.972,-48.099,-67.528,0,-54.08,-51.023,-60.819,-60.628,-55.897,-61.996,-49.437,-78.057,-60.273,-58.596,-77.254,-54.455,-64.379,-82.287,-69.941,-81.688,-70.668,-63.401,-72.162,-65.658,-74.148,-54.386,-53.166,-67.965,-64.709,-71.304,-60.333,-75.424,-83.115,-71.63,-68.638,-63.953,-57.251,-75.409,-72.384,-68.199,-69.68,-58.23,-65.98,-55.435,-51.447,-70.343,-52.575,-61.138,-71.04,-63.939,-64.441,-57.621,-58.901,-57.545,-57.925,-70.701,-67.504,-66.295,-66.541,-60.086,-54.147,-59.717,-62.074,-52.345,-64.762,-70.616,-57.495,-59.758,-61.013,-63.13,-64.613,-56.732,-72.067,-57.07,-59.688,-50.493,-52.484,-56.905,-86.004,-61.964,-63.563,-70.129,-59.306,-61.568,-59.213,-64.451,-59.298,-67.367,-61.441,-61.562,-56.522,-82.36,-61.304,-72.481,-70.914,-62.87,-49.139,-64.244,-55.227,-63.239,-62.966,-72.835,-72.914,-56.336,-57.511,-66.214,-64.183,-49.897,-67.315,-50.275,-60.695,-68.945,-57.601,-54.136,-60.169,-57.117,-58.399,-52.263,-55.177,-62.584,-54.681
-63.249,-57.564,-54.082,-60.08,-54.08,0,-62.796,-59.872,-56.618,-62.127,-54.755,-59.516,-63.932,-53.646,-65.31,-58.623,-48.83,-60.959,-56.478,-58.964,-60.431,-63.382,-64.566,-58.489,-55.671,-52.357,-51.339,-61.814,-58.268,-55.051,-51.896,-64.635,-53.677,-69.458,-59.439,-53.466,-51.892,-50.863,-62.046,-64.261,-58.083,-65.917,-69.181,-60.925,-59.866,-50.803,-51.44,-47.721,-49.781,-66.19,-51.968,-49.87,-56.317,-62.925,-57.589,-55.105,-73.534,-60.006,-57.431,-65.15,-59.036,-49.211,-64.078,-53.495,-52.239,-55.865,-60.749,-54.578,-59.16,-68.855,-55.348,-50.597,-52.566,-59.398,-61.174,-69.065,-49.656,-49.678,-62.041,-64.842,-59.509,-59.524,-52.078,-46.247,-65.268,-56.463,-66.848,-65.49,-68.325,-48.884,-54.411,-62.267,-62.959,-48.606,-52.789,-66.189,-62.556,-54.927,-52.92,-50.515,-52.611,-48.208,-74.004,-68.614,-57.026,-50.626,-70.988,-59.324,-45.994,-55.597,-49.358,-57.555,-55.488,-60.888,-53.31,-66.864,-49.946,-48.974,-50.899,-46.867,-57.934,-46.529
-59.872,-57.684,-53.051,-58.443,-51.023,-62.796,0,-54.458,-52.963,-58.232,-60.997,-58.361,-67.889,-60.324,-54.541,-70.41,-55.003,-68.359,-57.879,-70.999,-83.319,-72.24,-64.023,-59.567,-56.403,-64.774,-48.123,-54.433,-51.754,-52.393,-69.532,-65.988,-55.811,-57.283,-62.552,-77.561,-56.757,-55.81,-57.898,-60.152,-56.212,-72.417,-47.063,-48.364,-50.484,-50.513,-54.286,-54.842,-53.868,-60.747,-74.834,-53.563,-70.123,-52.945,-55.299,-54.443,-73.361,-60.965,-51.903,-78.884,-61.822,-64.377,-61.79,-67.59,-63.191,-61.19,-62.677,-56.112,-61.475,-56.729,-57.556,-58.977,-48.135,-67.028,-56.649,-52.095,-64.845,-56.733,-55.755,-58.632,-55.231,-58.718,-65.5,-51.63,-69.625,-53.516,-66.758,-53.389,-66.605,-63.94,-49.288,-74.419,-63.324,-68.531,-62.452,-54.086,-64.315,-54.498,-65.334,-50.263,-57.914,-61.801,-64.455,-82.632,-62.753,-67.225,-57.159,-60.989,-54.091,-63.607,-49.345,-67.071,-58.356,-54.022,-47.808,-59.801,-52.052,-50.421,-50.335,-52.765,-61.108,-48.933
-66.131,-76.567,-66.113,-77.993,-60.819,-59.872,-54.458,0,-74.931,-49.731,-74.791,-63.159,-73.869,-53.44,-68.706,-59.651,-56.623,-82.76,-58.888,-81.257,-69.254,-54.278,-72.481,-68.694,-57.884,-68.357,-71.551,-60.754,-61.42,-56.454,-56.841,-61.139,-52.457,-52.479,-51.95,-59.313,-59.752,-61.974,-65.225,-68.998,-66.791,-71.526,-54.301,-52.229,-51.255,-67.681,-60.964,-52.489,-57.618,-68.124,-63.608,-73.579,-64.729,-62.695,-56.084,-57.74,-73.752,-54.472,-64.634,-60.177,-60.822,-59.413,-79.179,-53.22,-64.077,-53.763,-76.875,-56.56,-71.891,-55.093,-66.988,-73.668,-58.328,-74.789,-68.811,-54.253,-64.54,-64.148,-59.323,-55.871,-63.878,-61.319,-71.3,-62.213,-61.348,-56.874,-69.528,-79.573,-62.664,-63.369,-60.209,-70.782,-63.114,-72.781,-55.089,-59.421,-62.758,-62.149,-66.168,-60.182,-60.443,-70.387,-57.496,-67.52,-64.244,-64.909,-61.627,-68.197,-63.842,-62.176,-62.49,-58.658,-56.248,-55.554,-59.431,-71.043,-59.905,-59.465,-61.155,-74.991,-62.615,-60.142
-58.835,-56.801,-77.234,-55.096,-60.628,-56.618,-52.963,-74.931,0,-81.489,-49.817,-66.99,-48.209,-51.005,-63.516,-53.459,-57.91,-66.78,-70.326,-54.688,-56.969,-76.288,-58.59,-62.975,-63.374,-50.493,-53.343,-60.664,-69.39,-58.6,-54.27,-63.411,-55.044,-58.38,-61.706,-53.006,-60.613,-52.513,-60.135,-56.261,-52.025,-51.075,-58.099,-51.062,-60.221,-66.447,-54.949,-73.258,-73.475,-52.274,-62.822,-54.743,-64.002,-70.367,-65.353,-68.507,-69.819,-57.126,-42.853,-83.072,-54.593,-56.199,-60.952,-54.224,-52.646,-66.787,-61.393,-60.756,-57.212,-58.852,-60.693,-58.041,-58.987,-55.294,-51.416,-63.973,-59.518,-60.124,-59.035,-50.933,-69.513,-59.756,-54.7,-56.774,-60.811,-53.135,-79.905,-57.513,-64.573,-53.317,-69.675,-56.754,-58.196,-79.339,-76.112,-56.589,-67.418,-59.437,-65.148,-63.276,-52.998,-72.471,-61.758,-69.62,-55.791,-57.709,-63.935,-67.327,-50.451,-58.838,-54.114,-62.01,-71.89,-72.557,-61.116,-54.429,-56.312,-53.492,-55.755,-60.039,-63.135,-58.833
-77.008,-83.644,-65.38,-84.025,-55.897,-62.127,-58.232,-49.731,-81.489,0,-65.123,-61.019,-67.745,-69.256,-63.468,-58.217,-56.995,-75.699,-57.332,-59.88,-70.401,-57.104,-61.573,-63.044,-55.69,-70.451,-52.44,-52.956,-51.467,-51.036,-60.815,-58.432,-52.203,-55.079,-56.249,-66.292,-51.261,-61.421,-67.253,-58.729,-59.032,-75.945,-51.943,-59.041,-47.455,-56.037,-64.369,-57.908,-56.997,-85.631,-54.246,-61.794,-58.663,-62.195,-53.521,-52.291,-51.34,-52.557,-51.411,-59.347,-66.225,-56.063,-62.094,-59.99,-60.949,-50.065,-73.559,-55.799,-90.44,-53.15,-51.067,-61.824,-58.239,-57.672,-82.728,-54.586,-75.336,-75.965,-54.703,-51.508,-67.569,-64.132,-66.473,-52.072,-66.178,-53.775,-61.359,-57.524,-57.167,-61.1,-66.329,-66.942,-85.225,-73.069,-54.715,-56.664,-65.178,-66.527,-73.564,-51.081,-58.46,-63.129,-61.734,-58.845,-58.743,-62.149,-70.076,-80.14,-59.027,-63.97,-57.569,-47.366,-49.981,-77.507,-55.788,-69.565,-57.963,-57.517,-64.49,-72.363,-65.515,-53.34
