type,ICC,F,df1,df2,p,lower bound,upper bound,measure
ICC2,0.5632711150379269,3.5877812906469604,79,79,2.0842428161450094e-8,0.13868892339279787,0.8134844569181297,1_0
ICC2,0.4932437690855161,2.9466707619772787,79,79,1.4455772274121576e-6,0.04129277769026781,0.7780333135713261,2_0
ICC2,0.46371764573166063,2.729378720149463,79,79,6.505681147203045e-6,0.0029731195244309043,0.7624694058657011,2_1
ICC2,0.4722588183042524,2.967620294635171,79,79,1.252526937844399e-6,0.002732616288836202,0.7707945781554115,3_0
ICC2,0.2535124208664417,1.7201250857751562,79,79,0.008460795682707195,-0.21160662483326698,0.635171674824869,3_1
ICC2,0.08146626011965859,1.1922368571443498,79,79,0.2181539212980457,-0.3486736336107839,0.5082695831941024,3_2
ICC2,0.29318736449463584,1.8319085304513592,79,79,0.0038865174380791614,-0.19339556149526618,0.664981176671409,4_0
ICC2,0.2335106222741168,1.6092990444128517,79,79,0.01795126065730463,-0.25590481858584957,0.6280682349386033,4_1
ICC2,0.19776232527817536,1.4958458873636238,79,79,0.03770240918068188,-0.2873789317171257,0.6039825246628295,4_2
ICC2,0.11241847490797925,1.2533141390224276,79,79,0.15884590644936994,-0.3690116315257868,0.5465748511013108,4_3
ICC2,0.3599573232608026,2.1830747292477386,79,79,3.1732685514396117e-4,-0.10770097169328402,0.7025124442779493,5_0
ICC2,0.2968545331806148,1.8630240286407784,79,79,0.0031219055053251957,-0.1808921120426452,0.6653335671845084,5_1
ICC2,0.41371385046296644,2.685352949468375,79,79,8.855647115444872e-6,-0.10606789699149814,0.750408051796087,5_2
ICC2,0.38204170376059254,2.2568745437704676,79,79,1.8675033540437462e-4,-0.09005836539467636,0.7163628063528737,5_3
ICC2,0.4270194693684942,2.605709932162987,79,79,1.5513401203231884e-5,-0.03802784437893779,0.7429465181859113,5_4
ICC2,0.5364049902868444,3.357552482631522,79,79,9.214657678599106e-8,0.10354852772090566,0.7997079743010332,6_0
ICC2,0.49985818669542187,3.000302011444609,79,79,1.0021594778649237e-6,0.05031939978143232,0.7814334237183175,6_1
ICC2,0.39240788708138696,2.470570211645627,79,79,4.046027323461263e-5,-0.09296097241323166,0.7285582811547118,6_2
ICC2,0.5889246722228259,3.868323561358742,79,79,3.6012143621457084e-9,0.17556213907647833,0.8261478790662249,6_3
ICC2,0.5282412329153462,3.267649032191411,79,79,1.6648649699207564e-7,0.09164275068914353,0.7956138704013656,6_4
ICC2,0.3314855024022446,1.991707745093909,79,79,0.0012515655023162251,-0.153602767757428,0.6882761873373665,6_5
ICC2,0.36233349854575897,2.136435731591461,79,79,4.4362653480219116e-4,-0.1191138378301005,0.7062743759661623,7_0
ICC2,0.3228674602902344,1.9536315015332824,79,79,0.001642075436122168,-0.163033409093241,0.6831688332670196,7_1
ICC2,0.28447694244453325,1.7951580020815217,79,79,0.005027756444299195,-0.20400369740631974,0.6599841295061218,7_2
ICC2,0.08754465746212893,1.1918880922295558,79,79,0.21853529665757934,-0.390638642484583,0.5287651742378999,7_3
ICC2,0.19050245205352703,1.4706683856839151,79,79,0.044236130960513764,-0.29764219027323136,0.6000723636624874,7_4
ICC2,0.45217090586952513,2.650773610653957,79,79,1.1291495399450174e-5,-0.011655447582257297,0.7562877877028986,7_5
ICC2,0.22167181677029282,1.569610150439255,79,79,0.023358579636863618,-0.2675756848832296,0.6204614180519968,7_6
ICC2,0.5884229687828697,3.859357661639982,79,79,3.805488390508306e-9,0.1745296614678648,0.8259411961016747,8_0
ICC2,0.531789171516755,3.2715799770777205,79,79,1.6221469166139757e-7,0.09338993474982361,0.7978408260641402,8_1
ICC2,0.3752701226047286,2.2417799657841506,79,79,2.0813325280706586e-4,-0.09348954066556713,0.7117760316718446,8_2
ICC2,0.6690180167586008,5.04262498040963,79,79,4.348889165503103e-12,0.30053659114626446,0.8639998654111318,8_3
ICC2,0.2640231812667997,1.7533396397732408,79,79,0.006726069165593295,-0.2044812477937488,0.6426380250139085,8_4
ICC2,0.1622108116790718,1.3872353903352939,79,79,0.07397542140011665,-0.3241337380730117,0.5810983847537137,8_5
ICC2,0.3591697800596416,2.1717009027952052,79,79,3.4434749305219895e-4,-0.10923040952396698,0.7020738247273158,8_6
ICC2,0.43543149102322676,2.633696371659975,79,79,1.2734300803437333e-5,-0.02524117652649079,0.7466471489629584,8_7
ICC2,0.5123174884774926,3.1010287487163595,79,79,5.064459690071335e-7,0.06677046321516386,0.7879058107768561,9_0
ICC2,0.47371635591484423,2.8002321038812075,79,79,3.97031058130435e-6,0.01580079212368531,0.7677787816969464,9_1
ICC2,0.25383074986499454,1.6803570364741474,79,79,0.011110860270144194,-0.23554001526342788,0.6409527157675986,9_2
ICC2,0.44717734116152086,2.7873645806315674,79,79,4.341827567094849e-6,-0.026396734745164865,0.7572052421313075,9_3
ICC2,0.2528768049064316,1.6769346918074515,79,79,0.011373063038411148,-0.23650562582811588,0.640352641228331,9_4
ICC2,0.22032852553299107,1.5651829847529302,79,79,0.02404925007712923,-0.26889105718839573,0.6195935894765854,9_5
ICC2,0.26814820150969926,1.7327937215235334,79,79,0.0077532768083763155,-0.22093213769041611,0.6499030404360278,9_6
ICC2,0.16920704539526657,1.4073386623163415,79,79,0.065508234868008,-0.31765151840210504,0.5858327434927814,9_7
ICC2,0.1426921841330716,1.3328843654336178,79,79,0.10190290105285263,-0.3419848835579365,0.5677402890560024,9_8
ICC2,0.45617841715238383,2.6798042377860116,79,79,9.207344433265561e-6,-0.006100431962613299,0.7583562328809897,10_0
ICC2,0.5757484691504512,3.7141845216093166,79,79,9.378248166962742e-9,0.15587115729729853,0.8197529332124933,10_1
ICC2,0.46360553865627985,3.0133780067015628,79,79,9.168096237152901e-7,-0.047279544869093706,0.7755044533272808,10_2
ICC2,0.60151624075013,4.083716456211748,79,79,9.74524027384382e-10,0.1964069780065124,0.8320788359219485,10_3
ICC2,0.32171984977282986,1.9713118322089045,79,79,0.0014476723231181285,-0.1541589978988583,0.6803911569305113,10_4
ICC2,0.13663357058651104,1.3210238378755303,79,79,0.10908995846723159,-0.3387970586350929,0.5609849920441069,10_5
ICC2,0.4070476636521604,2.400371389480665,79,79,6.677274043415381e-5,-0.06012530396580091,0.7304127877464098,10_6
ICC2,0.4205319231144684,2.4702759926692126,79,79,4.054516091744284e-5,-0.04602932754851344,0.7382545294668904,10_7
ICC2,0.28716516706089473,1.8056990310478815,79,79,0.004670566929870139,-0.2011888228372587,0.661631035432211,10_8
ICC2,0.4055199464940112,2.429613822662996,79,79,5.418430055020185e-5,-0.058329623119940305,0.7292402043321212,10_9
ICC2,0.5393371463699147,3.345223461922156,79,79,9.989648066273947e-8,0.10437078246898182,0.8015840366646007,11_0
ICC2,0.3705526107622431,2.18477565833281,79,79,3.134723735997562e-4,-0.10692890836576963,0.7104556802166914,11_1
ICC2,0.34875697483369733,2.079636564477915,79,79,6.669285351893471e-4,-0.13076288651210602,0.6976692353651262,11_2
ICC2,0.48131606625460654,2.8559127628228027,79,79,2.699316321466336e-6,0.025651961425680474,0.7717875632287876,11_3
ICC2,0.4224134243917692,2.5685295491971916,79,79,2.0177846791067655e-5,-0.04193849101636976,0.7399534001192817,11_4
ICC2,0.16700545201347622,1.4064060010225672,79,79,0.0658809933193962,-0.31171339249177493,0.5821073262282201,11_5
ICC2,0.33349065765571073,2.0330898950436977,79,79,9.309819374685481e-4,-0.13912193239575565,0.687028907654396,11_6
ICC2,0.5092542460830317,3.0836085390235266,79,79,5.695942239730012e-7,0.06393003662274928,0.7861377781326622,11_7
ICC2,0.11586799483248642,1.2621056452096953,79,79,0.15148667714052722,-0.3659716976115058,0.5490144957842588,11_8
ICC2,0.566198920418574,3.6104080744330944,79,79,1.804967148435503e-8,0.14200740975809908,0.8150525956376491,11_9
ICC2,0.6508687130684249,4.817974687105139,79,79,1.4600829160059798e-11,0.2717981297853486,0.855639287226625,11_10
ICC2,0.07405268591564124,1.1637826180867448,79,79,0.2509157723070222,-0.3870769774445968,0.5139333987762849,12_0
ICC2,0,1,79,79,0.5000000000000008,-0.4590546036501803,0.46147112132835383,12_1
ICC2,0.15225020391768232,1.3812313535784704,79,79,0.0766865688196178,-0.30111771444170016,0.5649162885232637,12_2
ICC2,0.02211514724781409,1.0452305753291353,79,79,0.42231812265862273,-0.4451785353931813,0.4800158621686707,12_3
ICC2,0.09401091367714531,1.2103724912149711,79,79,0.1990042077391912,-0.3764182509890218,0.5306775383490857,12_4
ICC2,0.4443936183128021,2.607091522953966,79,79,1.5362805933341625e-5,-0.01960981829137685,0.751792209826952,12_5
ICC2,0.2871320667360064,1.822235609135772,79,79,0.004159606238479672,-0.19148440682918286,0.6594365865456232,12_6
ICC2,0.2081588540714299,1.5283529376081415,79,79,0.03058694640298611,-0.2778661104887953,0.6109428451682647,12_7
ICC2,0.00917910727513819,1.0185283158332417,79,79,0.4675898537298106,-0.4555776000929946,0.4700363266330341,12_8
ICC2,0.2902188905144446,1.8217466976036025,79,79,0.004173896968387465,-0.19545233992917865,0.6629292304311056,12_9
ICC2,0,1,79,79,0.5000000000000008,-0.4628848401633678,0.46288484016336773,12_10
ICC2,0.07529826951311844,1.1695545023072298,79,79,0.24399938365053955,-0.3760128382033352,0.511435357788174,12_11
ICC2,0.22855462701433726,1.5925361276840142,79,79,0.020071719263432514,-0.26080765962261554,0.6248929101153314,13_0
ICC2,0.3299013669817734,1.984635248528772,79,79,0.0013163905966932683,-0.15534285453441624,0.6873399999809389,13_1
ICC2,0.3778252810880701,2.2145311263974774,79,79,2.5313504612330345e-4,-0.1013484016813313,0.7151494263503565,13_2
ICC2,0.23178029682856863,1.6034219009788815,79,79,0.01866923714130146,-0.25761940739001904,0.6269610859442809,13_3
ICC2,0.283802951794823,1.7933340991503892,79,79,0.00509220947011301,-0.2041606105057799,0.6594459423345712,13_4
ICC2,0.36674681499262585,2.158294418964052,79,79,3.7916385276922824e-4,-0.1140837200139104,0.7088137004187216,13_5
ICC2,0.30603757986224167,1.9068315572813124,79,79,0.0022900329793092973,-0.169198264454152,0.670541252327538,13_6
ICC2,0.3064138082151035,1.8835637498104412,79,79,0.0027002628129325313,-0.18079789997486373,0.6733196700542675,13_7
ICC2,0.19422494267831866,1.482170530116733,79,79,0.0411315649725861,-0.2939910417375184,0.6025061783402933,13_8
ICC2,0.31796593365134973,1.9410729450146231,79,79,0.0017956252839568644,-0.16388796301841785,0.6792976305966546,13_9
ICC2,0.0836715736182018,1.1838156714988435,79,79,0.22750191926527774,-0.389748275765311,0.5245988644357354,13_10
ICC2,0.2918232022724553,1.824153525528883,79,79,0.004104006993681239,-0.19629240630531403,0.6644762601937108,13_11
ICC2,0.3928989339680224,2.2943444047496615,79,79,1.4270798695865497e-4,-0.08376676306185708,0.7236824076179758,13_12
ICC2,0.18695716890724143,1.4883893515125932,79,79,0.03953793249604822,-0.27096549372144424,0.5895929230257867,14_0
ICC2,0.05945865484503111,1.1311722627419316,79,79,0.29258375914399937,-0.3911418123045293,0.5001626347109421,14_1
ICC2,0.21913950195705592,1.580400557535152,79,79,0.021752797387105182,-0.2528837805658613,0.614459942829776,14_2
ICC2,0.2798427015939068,1.7917109460915477,79,79,0.005150245860882622,-0.19978062342638428,0.6550815211071318,14_3
ICC2,0.4461052782364076,2.6473814050432902,79,79,1.1564306741416777e-5,-0.012813005953273476,0.7520175302009021,14_4
ICC2,0.19247351095828658,1.4837962664391193,79,79,0.04070932808444167,-0.2873000272485811,0.5991084275841706,14_5
ICC2,0.4382203973283406,2.5742220381758933,79,79,1.9380978489388873e-5,-0.0257529671767152,0.7481884828052568,14_6
ICC2,0.37807028563938105,2.2157974668506064,79,79,2.5084249373194957e-4,-0.10106498517246869,0.7152889235394962,14_7
ICC2,0.00519530971139258,1.010677345617027,79,79,0.48123653388040977,-0.4441838652686366,0.4615249948069463,14_8
ICC2,0.3161679227161364,1.9246946237793783,79,79,0.002017352759774961,-0.17030448138146356,0.6791741291109292,14_9
ICC2,0.2187866624248655,1.564313822116168,79,79,0.024187087679090467,-0.26615819887741726,0.6175133580122036,14_10
ICC2,0.3656113885886484,2.1852094173738674,79,79,3.124969439580946e-4,-0.10532682195885874,0.7062971810327017,14_11
ICC2,0.03326231153467238,1.0715374176132988,79,79,0.3797787253760841,-0.4111345535950078,0.47952002945096,14_12
ICC2,0.2182209932582495,1.5582677237466351,79,79,0.025166715503272076,-0.27095117515525047,0.6182300749062802,14_13
ICC2,0.16045788928340685,1.4095604161666608,79,79,0.06462787503098319,-0.28998761911465315,0.5696398685535574,15_0
ICC2,0.08262448701905893,1.1842256993607132,79,79,0.22704001502265286,-0.3806171632236486,0.5205408406231699,15_1
ICC2,0.26531036823049076,1.7868673590648816,79,79,0.005327291735881991,-0.19539517844846624,0.6422046250987409,15_2
ICC2,0.04406213237732902,1.092186184624964,79,79,0.34805188436775547,-0.42725095769258076,0.49668399479026887,15_3
ICC2,0.051456946212800135,1.1097885378018288,79,79,0.32226559217652134,-0.41336980255403194,0.49957646936230365,15_4
ICC2,0.28281722729096714,1.8837809010163555,79,79,0.002696118708923026,-0.1792775512264061,0.6547122994084236,15_5
ICC2,0.2130889235295476,1.5420001620527508,79,79,0.02799102541613676,-0.27549783012377194,0.6147833301068371,15_6
