type,ICC,F,df1,df2,p,lower bound,upper bound,measure
ICC2,0.3014192330012777,1.8629474135002317,79,79,0.0031235934373340804,-0.18612892878553605,0.6703041240973082,39_1
ICC2,0.38073783383353715,2.22964991195088,79,79,2.2708160815460403e-4,-0.09797422083713124,0.7168060074454877,39_2
ICC2,0.46985707570160246,2.772567563071492,79,79,4.812846757119804e-6,0.010831779249675787,0.7657342327509185,39_3
ICC2,0.1963821591308815,1.488970333752209,79,79,0.039392001022380684,-0.2917671227035695,0.6038861809838243,39_4
ICC2,0.2608989703491185,1.7059900064605662,79,79,0.009323966770774307,-0.2283555627968555,0.6453843814513835,39_5
ICC2,0.262807230852573,1.7129945974823195,79,79,0.008886093787722302,-0.22640687338910087,0.646576449005501,39_6
ICC2,0.2934086581441719,1.8304903860654396,79,79,0.003925427935984568,-0.19462031063042134,0.6654422509427448,39_7
ICC2,0.2562832178542425,1.6891957368901076,79,79,0.01046032534243125,-0.23305317735432476,0.6424932792538949,39_8
ICC2,0.293154765297237,1.8294736977904709,79,79,0.003953557941117963,-0.19488826637890014,0.6652876415274942,39_9
ICC2,0.3673573793399416,2.16134249367096,79,79,3.709512875444005e-4,-0.11338589528054825,0.7091643133332556,39_10
ICC2,0.28351085837398876,1.7913891276302805,79,79,0.005161829002145246,-0.20501335236279294,0.6593913949255109,39_11
ICC2,0.4345722259614702,2.537144957905295,79,79,2.520433099413976e-5,-0.03357821612206773,0.7467611355179798,39_12
ICC2,0.08715217645374342,1.1909456849339295,79,79,0.21956831198538657,-0.39097582210014037,0.5284810534028193,39_13
ICC2,0.22407864032912714,1.5775808012919659,79,79,0.022162045708998435,-0.26521438904507616,0.6220139226952872,39_14
ICC2,0.1272918957768421,1.2917170039702737,79,79,0.12872589374335927,-0.3558320573700194,0.55704227926076,39_15
ICC2,0.23091961764924313,1.6005084070495166,79,79,0.019035198397738273,-0.2584711300650213,0.6264097906088223,39_16
ICC2,0.3253869319137021,1.97648385653612,79,79,0.0013952380266018156,-0.15461352585645993,0.6834804161885597,39_17
ICC2,0.20685330969151164,1.5216016462504751,79,79,0.031952792679182086,-0.2819876358274232,0.6108341651203936,39_18
ICC2,0.29084644619703526,1.820263665586628,79,79,0.004217540004889214,-0.19732114398910755,0.6638805237824746,39_19
ICC2,0.45208943772232324,2.650230783052212,79,79,1.1334709863077589e-5,-0.011757963252547379,0.7562439803504708,39_20
ICC2,0.4281875199427439,2.4976501383805725,79,79,3.3367069014746474e-5,-0.04142261198780986,0.7432731220949396,39_21
ICC2,0.4218999306250424,2.459608649005011,79,79,4.374720626947651e-5,-0.04909192738861088,0.7398214299019006,39_22
ICC2,0.2626987406044275,1.712595393692352,79,79,0.008910505598800017,-0.22651776577510746,0.6465087262211152,39_23
ICC2,0.3515026147074366,2.0971289222258944,79,79,5.882697358972161e-4,-0.12606565073646306,0.6989544006859777,39_24
ICC2,0.3336797031970762,2.0015594746193597,79,79,0.001166507054073424,-0.1511876307714239,0.6895709630473562,39_25
ICC2,0.20145942425051594,1.5045690359852608,79,79,0.03565538617291177,-0.2871802458282334,0.6073002732927698,39_26
ICC2,0.2821120179730393,1.785949967226069,79,79,0.0053614869876718275,-0.20647346442642472,0.658532323288279,39_27
ICC2,0.23623327985126064,1.6186006109437592,79,79,0.01686836377722297,-0.2532007730955674,0.6298071303853756,39_28
