measure,icc_mean,icc_sd,lower_bound,upper_bound
93_36,0.3123624715381168,0.081152100423035875,-0.14513738237316764,0.6613764597849349
93_37,0.24939856292160534,0.07852400160797433,-0.21136428608557747,0.621159314242388
93_38,0.34554030503493044,0.07394721539680746,-0.10751379308953138,0.6817532297635674
93_39,0.2587463817763465,0.09325648455677871,-0.1992853035738347,0.6262940204311956
93_4,0.2577755979770475,0.10534690695555618,-0.19938255332955462,0.6251865720555075
93_40,0.2633594285383877,0.09202495260261985,-0.1898774386506122,0.6281635476865388
93_41,0.2927507654285253,0.1027344612674802,-0.16420671081499555,0.6480779821956463
93_42,0.3709381049913257,0.08798458815850049,-0.07791507401860756,0.6966096433746318
93_43,0.28105629155271344,0.08074933780854744,-0.17756246377446613,0.6414142981521188
93_44,0.42594964187831114,0.07406676711073133,-0.014450736358104063,0.7294854849534865
93_45,0.15191954977114147,0.09131200378841864,-0.3029582139162382,0.553395039936248
93_46,0.1269712384275898,0.08774236702099682,-0.3283254513505606,0.5364449424062647
93_47,0.34665283524861495,0.08489089169191562,-0.10546538951090005,0.6819572456087605
93_48,0.21430143526608567,0.09872694360385226,-0.24307218623665833,0.5963807304921883
93_49,0.3309092915550044,0.12098558317767176,-0.1205566209668137,0.6709540050600578
93_5,0.07698120267140644,0.08288719584825185,-0.3727401894375841,0.49968023239533155
93_50,0.3257270009549086,0.08756360082089502,-0.12947917772379855,0.6693304466605418
93_51,0.3356730987625685,0.1038355741950235,-0.11716902309505205,0.674791270743152
93_52,0.29821614409040004,0.10333384163308883,-0.15769661347613598,0.6513726361682872
93_53,0.3619844447832638,0.09090053003748289,-0.08913815694714053,0.691335278783404
93_54,0.3406819478115216,0.09577182434470388,-0.1120089902106935,0.6780981219685142
93_55,0.39386701486341474,0.09554660372118562,-0.04954824266259171,0.7097259855992972
93_56,0.3458027637333355,0.10100616663438251,-0.1063436113784647,0.6811676861862157
93_57,0.09779629524990625,0.07560076398803034,-0.3342653226053847,0.508104828273878
93_58,0.21781526547325555,0.07960377284429021,-0.240853898744465,0.5995341682292938
93_59,0.4362744337661101,0.09567395643811681,-8.190214960333083e-5,0.7345944924354391
93_6,0.29563735273467207,0.1087557255156944,-0.15953163212573485,0.6494682728371728
93_60,0.3100836915137005,0.0961043446540162,-0.14073243940696992,0.6580827500567834
93_61,0.14559364854025741,0.09532442152707252,-0.30113422684812424,0.5461832183554128
93_62,0.3561688800058228,0.08553108946250353,-0.09577413395480175,0.6880019027217378
93_63,0.2509195047253137,0.08873383034530449,-0.19688475111285966,0.6188718093609845
93_64,0.1937660347363209,0.07563415051415819,-0.2630796728224513,0.5830414806306253
93_65,0.26182183466850306,0.08468546571189531,-0.19646705146697274,0.6285880239252735
93_66,0.36580540756218055,0.1085789986346076,-0.08158277866889405,0.6927071135178082
93_67,0.22389601611025658,0.0929098692175397,-0.23617926521902077,0.6037195342308455
93_68,0.392041382224056,0.10724868761543145,-0.052353983251467,0.7086077264960514
93_69,0.24797485074797856,0.11005943435810027,-0.2091369731434816,0.6184892788481864
93_7,0.30233739333948967,0.09914681022478798,-0.15110362639009495,0.6537047688355061
93_70,0.33025701090381165,0.09003646431572239,-0.12130913105516639,0.6715816556155115
93_71,0.23176165430617,0.0841863657993487,-0.22792099943498073,0.6091077250080595
93_72,0.20546803155692547,0.10183697480844973,-0.2531380302622669,0.5907020844923204
93_73,0.2467282321157259,0.09063614194508746,-0.2106842352678258,0.6182438145116324
93_74,0.36058152814035965,0.09780864798877358,-0.08907241314188785,0.6901355294096869
93_75,0.44510436872538645,0.0746915920644926,0.008121788228545394,0.7404686413602056
93_76,0.24695455690890872,0.07575172594691978,-0.21398599699424967,0.6196728767414175
93_77,0.16437870800734036,0.10067876477604715,-0.29218018437700377,0.562200404170468
93_78,0.41397745142058806,0.07700072020550747,-0.029439969707166183,0.7225156394410639
93_79,0.33757359678619847,0.09907023357992076,-0.11510925196204826,0.6761038929265096
93_8,0.393131346797946,0.090642225559907,-0.05291497872205442,0.709893913810175
93_80,0.4688341816406965,0.10471539232847563,0.041032433070313026,0.7528004868947771
93_81,0.30296816895201906,0.11705417100868468,-0.14815344369044928,0.6528590763185791
93_82,0.40741677488121564,0.08918839202405111,-0.03619779920759542,0.7183310963085175
93_83,0.3437116243763618,0.10577353943523565,-0.10794865165381345,0.6796044306489156
93_84,0.46891761283858424,0.098702635331625585,0.04166625325730665,0.752749627930195
93_85,0.26715850532132057,0.1082423800880076,-0.18805850829539011,0.6307080943579371
93_86,0.22878186321439262,0.10794777618242893,-0.22960868382114855,0.606111585499208
93_87,0.3337319444194595,0.08662777623749414,-0.12004225385869116,0.6741609182090997
93_88,0.25418869977550324,0.08277035339338204,-0.20375984120546495,0.623529888123672
93_89,0.31957011142268066,0.114574435980656,-0.13286523138669076,0.6640932036641906
93_9,0.37808575715614695,0.09834329347079723,-0.0684990882698199,0.7004648184038592
93_90,0.47036157079777774,0.08831062959276269,0.042112046581003836,0.7539970153042789
93_91,0.403275827911588,0.09430175886614878,-0.04018358781782392,0.7163225212882066
93_92,0.45080732904519466,0.10973435053245358,0.021052786147560072,0.7421243374949047
94_0,0.3485394464186024,0.08851029074762111,-0.1043800068733157,0.6833293899067168
94_1,0.32028566825998367,0.08348886403794192,-0.13613761097065316,0.6661594521900105
94_10,0.33119734645611043,0.09613785198110503,-0.12303308938860838,0.6723942511403491
94_11,0.33775717737635225,0.10269795863827806,-0.11513413101950706,0.6761582961929798
94_12,0.3783121698871251,0.0794817408477652,-0.07100989429384427,0.7015333392768822
94_13,0.15520615450088376,0.08382894741421291,-0.3001354178648567,0.5560961377910215
94_14,0.1448390349709035,0.081397777547453,-0.30465042857003377,0.5470389606525166
94_15,0.2576176736002446,0.08865167772387753,-0.1977173973047207,0.6250851825851732
94_16,0.2571970564481202,0.09902233901739102,-0.2012014106487406,0.6252560929736545
94_17,0.40401396250013,0.077434581440692,-0.04060886969052009,0.7165918095176448
94_18,0.202861368418912,0.11245436497067876,-0.25124464607588376,0.5874299388199146
94_19,0.4072408281363281,0.07539877167202749,-0.036468938958284805,0.7186308082753151
94_2,0.3597601645806558,0.10194883895541507,-0.08754002731259351,0.6889664938558656
94_20,0.40057871652632987,0.08254987788656712,-0.04476212558265314,0.7145671894497424
94_21,0.25171496311937114,0.09823100757025278,-0.20520848905374484,0.6213305693116332
94_22,0.4396712198656843,0.08611748400224575,0.0029306048077004762,0.7369392642091214
94_23,0.2642275591216355,0.1076707562320481,-0.18447318191718814,0.6274217996386823
94_24,0.1674520048115912,0.09807747586355803,-0.29002877968877877,0.5647179976248509
94_25,0.2904992520821279,0.1042870140469396,-0.16630987617453116,0.6465424990845907
94_26,0.37652949357448934,0.08486667084290325,-0.07132189198910914,0.6999866658806918
94_27,0.38421400900937364,0.09940917496786521,-0.06133376805365955,0.704077191450606
94_28,0.2823942438791463,0.0869631871567001,-0.17637010018989333,0.642143353547378
94_29,0.2123099019839845,0.10015044411932082,-0.24619813201357785,0.5953473404753389
94_3,0.410427782806399,0.0840973092101546,-0.032938678102997276,0.720226982879664
94_30,0.39420713469199037,0.0958712843454855,-0.05010116623542055,0.7101515511710763
94_31,0.2586264339552202,0.09823381374501246,-0.20013396404286946,0.6262860384001276
94_32,0.44704468694831034,0.11142808595750599,0.015710951197275058,0.7399291186676888
94_33,0.2331499111828111,0.10546642089367805,-0.22277721695472535,0.6084648348794245
94_34,0.35312078477917586,0.10197494767548679,-0.09560562012858553,0.6852500738299575
94_35,0.2738480918962968,0.0965517002839821,-0.18189736151113353,0.6355831168717841
94_36,0.15786790251832708,0.08958712664103008,-0.29946176043369466,0.5583155786503476
94_37,0.24972991402962647,0.09949631295094045,-0.20781744063180374,0.6200690741728122
94_38,0.4264510235386999,0.08800660608261957,-0.012343371997333579,0.7292162490671421
94_39,0.24400059620864814,0.0956086025271934,-0.2139275465885057,0.6164457877650263
94_4,0.37650874643198046,0.10221020115952656,-0.07097147661603136,0.6995429300113606
94_40,0.11801393497107014,0.09486339147135477,-0.33484641014554783,0.5292405903830885
94_41,0.351363147729145,0.09469138555856399,-0.1006943618490346,0.6848117391052889
94_42,0.2942682549468658,0.08227432341214315,-0.1645835942701108,0.6499770286693067
94_43,0.2587369091889084,0.09525142263848474,-0.2002276372517194,0.6264940964408774
94_44,0.2979797699426066,0.1010268463434163,-0.15593870419609104,0.6508071558936472
94_45,0.15901481762623845,0.09999294835776242,-0.2960250601813408,0.5580891181589586
94_46,0.23746308423326476,0.0932011849293016,-0.2219631172390648,0.6125517350670868
94_47,0.21729701968673648,0.10410408500987271,-0.24176911147140473,0.5987358789392496
94_48,0.2697116805269701,0.09356969575268057,-0.1895780870705794,0.633817823779361
94_49,0.36201242019457425,0.09482309036208798,-0.08864559705796186,0.6912527707120069
94_5,0.23148507938619065,0.09804208388708928,-0.22407125308914577,0.607388332975592
94_50,0.24069934867483092,0.10598729017333788,-0.2174072057904929,0.614042111288313
94_51,0.24224823169867313,0.10273473952365877,-0.2162651216643527,0.6152541491781511
94_52,0.174888442984326,0.11205268303941265,-0.28168017525056016,0.5691035141092512
94_53,0.3664809438801755,0.09862641490718321,-0.08319099991033692,0.6937499624628929
94_54,0.21620666822055354,0.12614616595261055,-0.23972991908088362,0.59647563642984
94_55,0.3183589093024662,0.1086531962521731,-0.13551312920179373,0.6638008468196835
94_56,0.3076785833665674,0.09719427984179904,-0.1478985079320065,0.6575463151495079
94_57,0.1809935013225449,0.09597502797923725,-0.27638714894544325,0.5739277869955858
94_58,0.1657709986118378,0.10255976505434079,-0.29151562812904214,0.5633422364358004
94_59,0.2689912265462645,0.12063410682002411,-0.18729023982901083,0.6318486408217662
94_6,0.23992376645556177,0.1121106414191599,-0.21782407700271564,0.6132721482497839
94_60,0.3108647929056536,0.09104751764721429,-0.14404292364236565,0.6595459738341545
94_61,0.27692488142586114,0.09985467486289437,-0.1753337329563327,0.636661328152604
94_62,0.354907043678377,0.1037852763910157,-0.09527688325711399,0.6864732297497158
94_63,0.5577193069599233,0.0706641325937598,0.15374806316763928,0.8023048251336908
94_64,0.25416293800888384,0.09109901152291769,-0.19860059631803167,0.6221238155925229
94_65,0.2548171112630525,0.10858033294897718,-0.20161651698074118,0.6228148210171133
94_66,0.426219264652126,0.0850196741065892,-0.013379322827645238,0.7293347292193177
94_67,0.18022903208458568,0.09460476884119978,-0.2785497659461994,0.5738649774821278
94_68,0.40752520860792507,0.09301814310091429,-0.0359726015916135,0.7184485214353061
94_69,0.3504138551209454,0.08196631024133079,-0.10322902252535089,0.6847810033327867
94_7,0.3401485218268103,0.08835437721297804,-0.11335467136244759,0.6781306188116176
94_70,0.1886924557482028,0.11060136251892183,-0.26375599727633886,0.5774109860414847
94_71,0.36655062169698205,0.0948193106706551,-0.08292806364421672,0.6938518732576155
94_72,0.34664334652066087,0.0898921383026313,-0.10231257542792116,0.6813436058573622
94_73,0.34923314430196956,0.09721582561279338,-0.10293741729059394,0.6834873894904567
94_74,0.43255393205354786,0.08336475598755597,-0.006324550895674398,0.733133449210495
94_75,0.43822334144931263,0.08664785032624996,0.0017965924165963966,0.7359823225800348
94_76,0.3233681638858926,0.10207127026022861,-0.13096482670526347,0.6673075022028407
94_77,0.18762833661819953,0.08139294509295562,-0.27202235801846036,0.5794949389042474
94_78,0.4722255649511104,0.07733816938162438,0.043341938665285205,0.7553831497041288
94_79,0.28364674739751683,0.1066766158273789,-0.1723392689662747,0.6417748499372855
94_8,0.42016138527812213,0.09292640225817056,-0.01978583716682246,0.7254357623513242
94_80,0.4773856059385885,0.08125163088545428,0.04431951967024031,0.7598332969754894
94_81,0.34364331685900756,0.09632998122811909,-0.10572355695223995,0.6796391454724483
94_82,0.43100449946237007,0.07642627253130045,-0.008636394971735342,0.7322778204432371
94_83,0.2922601377294655,0.10479856107196071,-0.16211645921684387,0.6469899278978256
94_84,0.46165882922538437,0.08302832735168778,0.030148367774060797,0.7493720907768401
94_85,0.3490747086060477,0.09176499594276237,-0.10226869079999462,0.6832833065954145
94_86,0.34434638454472827,0.0994799159404071,-0.10774238742680388,0.6802768794744392
94_87,0.3667021426573564,0.08694491520853041,-0.08251708211417572,0.6942299605653456
94_88,0.32463603849441974,0.08828864531595726,-0.1279144745557878,0.6679644494932269
94_89,0.3940310784584546,0.09189450462252376,-0.05072500936119451,0.7102101820773895
94_9,0.20508147654974454,0.09576423956851036,-0.25288220648744897,0.5904361243126179
94_90,0.335262685843534,0.10533654310609628,-0.11714456688486156,0.6744043508553741
94_91,0.5475275599279888,0.06581452585109816,0.13330465897946,0.7982655461572423
94_92,0.5116697456992837,0.0749085028979939,0.09457239470377406,0.77703964245323065
94_93,0.23894567663768396,0.10816681185225474,-0.21797442027883537,0.6124769640194009
95_0,0.18757926740035952,0.10066659213668945,-0.26852481980479526,0.5779052323561857
95_1,0.2771047742832278,0.11604139074034754,-0.17742196922395892,0.6368699859310949
95_10,0.23600260596530243,0.10604345080786587,-0.22208029086668446,0.6109099345698149
95_11,0.27976727895947,0.09532059979732682,-0.17783514192340827,0.6400001706750436
95_12,0.31779868408315,0.09464438009010545,-0.1356800656935872,0.6636645995680087
95_13,0.11947028105577225,0.09390310580652746,-0.3341082605292371,0.5304700975248549
95_14,0.26955581484531355,0.09883611382060771,-0.1885629943081941,0.6333296816544178
95_15,0.22067436766269208,0.07786139288506798,-0.23287163892425347,0.6001218354978052
95_16,0.19760734137147926,0.08674927619306907,-0.2617552135567682,0.5860212707877379
95_17,0.2511919789105786,0.10854648401217637,-0.20640262364425632,0.6207649554339122
95_18,0.12989659555941827,0.09090190147014512,-0.312947518527779,0.5341166942457204
95_19,0.3340129627796726,0.0729957280943891,-0.12075440567682157,0.6747725160199672
95_2,0.30524884793785007,0.10608403379749383,-0.14911988425312223,0.6555405549590428
95_20,0.3052201853389916,0.10282838807496866,-0.14910441660674553,0.6555375748968783
95_21,0.2774024067645708,0.09063920399816264,-0.18020872301854043,0.6385629702990512
95_22,0.32850175809923815,0.1189162212730416,-0.12339897948560506,0.669592777955257
95_23,0.2388841483183922,0.07623835352620482,-0.21826511029187246,0.6133295322062267
95_24,0.1724463954616108,0.10099556331395698,-0.2776148998549057,0.5656532028666176
95_25,0.0394531473118196,0.05908746589425989,-0.3988756851368862,0.4691479344962484
95_26,0.3027406380385769,0.0882969835593837,-0.1524582472604572,0.6544989313307104
95_27,0.2454077688177548,0.09661738950928117,-0.21311034693044412,0.6175401782040534
95_28,0.22323266861682056,0.0945021129255666,-0.22484829303397247,0.5998694468368451
95_29,0.2710907758829472,0.10377797472929487,-0.1848698202035763,0.6335987056493272
95_3,0.2682498926182283,0.10464665859725031,-0.18749766048045166,0.6316518248758598
95_30,0.31935568889168064,0.09422664409970345,-0.13504957833283507,0.6649505092553034
95_31,0.3082002068008041,0.0963852629736593,-0.14461038526951187,0.6571656537726168
95_32,0.16294202838428104,0.1041004413949624,-0.2891302252106598,0.5597634506602384
95_33,0.20034397726873127,0.111158171136835,-0.25674540873383234,0.5865821457295245
95_34,0.27067576738086874,0.08748552841695588,-0.18035128488224755,0.6327334524097268
95_35,0.14281607598582605,0.09847813594361064,-0.3020056705182605,0.5434726300919488
95_36,0.26227494431284454,0.09175871991337195,-0.19552933784578125,0.6286077097406843
95_37,0.10079410253928757,0.08055895649099991,-0.3445290722063495,0.5148328418194205
95_38,0.2381406819449023,0.0919456528217374,-0.21815283280512107,0.6122571896165044
95_39,0.3033397166721992,0.0953102732831034,-0.15252788077987037,0.6548596557747856
95_4,0.15195853019317204,0.09500698261318087,-0.30497824875602586,0.55398197802632
95_40,0.1956320741846919,0.09209197577748549,-0.25851540933751005,0.5829819949166349
95_41,0.2377460605072313,0.08859855403155324,-0.22260314775174286,0.613147710689759
95_42,0.35439230055566345,0.08301983095659791,-0.09456627207852897,0.6866325256472052
95_43,0.2192546294463109,0.08661849743527991,-0.23923799337089705,0.6003150553397688
95_44,0.3159425102523293,0.10145212812724012,-0.13562991834961555,0.6619852856044413
95_45,0.16170701134689844,0.09532139239837104,-0.29139184530383777,0.5594510028908168
95_46,0.13861226535668042,0.09537367031210453,-0.31705922598337727,0.5444231231846258
95_47,0.20685326883204014,0.09303433926670317,-0.24203677412148886,0.5889987303430264
95_48,0.19007157544889128,0.09400085062555019,-0.25901244363079534,0.5778755552389454
95_49,0.29182026003971345,0.09453652594301248,-0.16403145358411275,0.6474097426043596
95_5,0.06809697775891572,0.07662880827451038,-0.3786816381006247,0.49248318333913643
95_50,0.28715857239571596,0.1293764513174876,-0.16556410850374617,0.6425983218817595
95_51,0.1815196054463973,0.11108783502162566,-0.2718882486647424,0.57257048812119
95_52,0.23422498714837656,0.08426777245631424,-0.2173670204694425,0.6086385694746136
95_53,0.12824055467409262,0.08594165602315584,-0.31762099348140765,0.5342127504781723
95_54,0.16176450748283233,0.09671162435450445,-0.2934429743805736,0.5600915024041242
95_55,0.18235983729092867,0.09170186839908288,-0.25564576821346924,0.5693192884047921
95_56,0.3569161512028065,0.10153097798197115,-0.09168311808637808,0.6874396850535139
95_57,0.05896106002454474,0.07365800879880448,-0.3888062170715238,0.4864524416245912
95_58,0.14386289943297012,0.084860677932811407,-0.2928642464341312,0.5420483235769761
95_59,0.31422650312986417,0.09157253901699629,-0.14079852510726124,0.6617400399136739
95_6,0.21597586844830874,0.09430506643180746,-0.24010772030191627,0.5972929396206783
95_60,0.18942456738737978,0.12167919875098095,-0.2655255560460096,0.578136110561449
95_61,0.24794709953997243,0.09206796437866237,-0.20840599833539056,0.6187575746356023
95_62,0.15976135711161288,0.10358063223371898,-0.2968171352256957,0.559013658424766
95_63,0.27915697208532664,0.08371068801101463,-0.17573350610966063,0.6391882357714606
95_64,0.1660762668157608,0.11275302579534176,-0.2877067330879637,0.5620736509067056
95_65,0.2883053251444103,0.10312036524670314,-0.16698109538433156,0.6448006024455939
95_66,0.30587502527931454,0.08571556436825388,-0.15169829210052574,0.6571238814059513
95_67,0.2200162588010988,0.09916524340817967,-0.2266608947763296,0.5973176462282408
95_68,0.23612079287698182,0.10835386636946409,-0.2219552931331332,0.6109291697472969
95_69,0.34453514510847966,0.10255994942353926,-0.10679506637844151,0.680150144179102
95_7,0.2964811184479052,0.08784249229869934,-0.15875108192808818,0.6504970321671837
95_70,0.13794498680411285,0.09040736690798877,-0.3019019325024047,0.5387773015011114
95_71,0.08790445562404957,0.08277950600829931,-0.3632309621617174,0.5078610818993967
95_72,0.23389182609323886,0.09773036908117917,-0.2144941094669455,0.6071897495092885
95_73,0.3331128199981693,0.10354411299246037,-0.11825981323147468,0.6728938902322292
95_74,0.2726374063244005,0.09980613352002615,-0.18551234468701297,0.635321821302535
95_75,0.3229104289602955,0.09526778791165309,-0.1324243742158972,0.6673511188291638
95_76,0.16975028235478368,0.09916552055365839,-0.2765305205092272,0.5627557651899814
95_77,0.10769477318359173,0.0943096465341315,-0.3448581866702624,0.5219166796867023
95_78,0.2391813305504062,0.1167097616630792,-0.21719099616253737,0.6122087669744669
95_79,0.31075341515680127,0.09273211065302546,-0.13869290952535362,0.6589790093129309
95_8,0.23581259314069192,0.10491613598181722,-0.22251748039969435,0.6108834796284185
95_80,0.16633502209618134,0.09819472266556781,-0.290569401626203,0.563790138109638
95_81,0.3720684632818346,0.10183727921686413,-0.07567390496822694,0.696851593032211
95_82,0.18929517889950365,0.1038254608384793,-0.2512380688945575,0.5744915759097418
95_83,0.21936960703731392,0.111293536083015,-0.23500598969033007,0.5986759959794461
95_84,0.2714559644632478,0.09305753069737291,-0.18658460297735047,0.63465457273788
95_85,0.2633805326623578,0.09917001852942377,-0.1938265524445206,0.6290673952429562
95_86,0.3693409665757339,0.09545309176503813,-0.07940401899643551,0.6955101069813274
95_87,0.23127493642397187,0.10819808167794931,-0.22620564274642835,0.6074938017957437
95_88,0.25850131476854477,0.10801057884379159,-0.19947672400526534,0.6257747685923881
95_89,0.18566162104506942,0.10204694682205902,-0.25017106149325197,0.5702965320700375
95_9,0.25111756802637764,0.10739138319226416,-0.2016605369674625,0.6196151159146666
95_90,0.25045185591756314,0.11342729525975075,-0.20203829391896558,0.6189358731885224
95_91,0.1231231238622926,0.0960052090777108,-0.3308343336407208,0.5331309781171921
95_92,0.25654893610410706,0.09849215784044416,-0.20176431957289093,0.624770485688984
95_93,0.2254432820769091,0.08062366834977418,-0.23258038821725743,0.6044859503978052
95_94,0.26659506633764934,0.09798621817510789,-0.18816041746095466,0.6305627948469592
96_0,0.07565723661518182,0.07895767466620911,-0.36066124301592983,0.4938740059010185
