measure,icc_mean,icc_sd,lower_bound,upper_bound,group
1_0,0.1451239947658293,0.09395135849046109,-0.5536231315955449,0.7330700218732737,hv
10_0,0.3077356679423136,0.11002818121232275,-0.4040788979771543,0.8002671780721146,hv
10_1,0.29549518198526226,0.13888507736669278,-0.40913112518414985,0.7934801802118052,hv
10_2,0.12741369238409697,0.12240796034346109,-0.5107554572353693,0.7124824232329678,hv
10_3,0.3896379126985728,0.14326627681558385,-0.31789667371793334,0.83046903294372,hv
10_4,0.13053361297429505,0.11281456485109019,-0.5376098889474226,0.7214862250722931,hv
10_5,0.047102795394406816,0.08994889450817153,-0.6042845743900902,0.6815087697533327,hv
10_6,0.35746772999435333,0.15709997745144552,-0.3682457401016382,0.8193207992233191,hv
10_7,0.4257718608321694,0.10633045039776098,-0.30851149108382403,0.8465970151540999,hv
10_8,0.3377055576329426,0.15379050180700013,-0.36149215848435345,0.8091702792670739,hv
10_9,0.300119030350427,0.11079924351147286,-0.39793640670403074,0.7963800921506542,hv
100_0,0.23691422115247818,0.14500529406313645,-0.47828048657845346,0.7715835541850186,hv
100_1,0.19653427336825766,0.15897870246976784,-0.4621318643248012,0.7454878417349073,hv
100_10,0.27423816024868836,0.15253924624922985,-0.4444240677676614,0.7863838918665516,hv
100_11,0.09346701142291823,0.09303788506239831,-0.5818660267224546,0.7065552600074124,hv
100_12,0.1641769297370854,0.1468179493751746,-0.5345891849686178,0.7388405895334061,hv
100_13,0.17507694769802792,0.1421229097621303,-0.5116065170055589,0.7427141153885523,hv
100_14,0.23161439575067885,0.14446342683713156,-0.4822478008277258,0.7693020442577932,hv
100_15,0.034367955071301824,0.07206604471837678,-0.5977757370258967,0.6718083898306857,hv
100_16,0.07224280120311886,0.09967539821993301,-0.5870885217995704,0.6939628726491193,hv
100_17,0.029412781451482198,0.06468126145250079,-0.6263403422149206,0.6748519384613149,hv
100_18,0.07783976244135107,0.11654538174829521,-0.595391712596145,0.69858649823158,hv
100_19,0.11221524272614028,0.11190962802130586,-0.5224740233370261,0.7073152610895095,hv
100_2,0.34690539039929075,0.15378224117013994,-0.36283006280457714,0.813354187043274,hv
100_20,0.21740270495052058,0.14505093573401134,-0.47408969221918656,0.7592270322127341,hv
100_21,0.14070896022721038,0.10600513272449814,-0.5542411555978316,0.7302400072705444,hv
100_22,0.31566291703126287,0.14781070230513899,-0.3948663253281887,0.8017723428282983,hv
100_23,0.07420951252366725,0.09945344885247442,-0.5836040956744973,0.6952066282177773,hv
100_24,0.04383036698648802,0.07461570225645366,-0.6045670353503595,0.6793873150043022,hv
100_25,0.11899261871163114,0.11693612410355887,-0.5679775069137094,0.719063508357781,hv
100_26,0.4033806237971358,0.13744906930381762,-0.3240101509333358,0.8370776775883176,hv
100_27,0.027896414051837026,0.06728112297589456,-0.5936111559114495,0.6658666017766384,hv
100_28,0.05233479539684471,0.09072625359201726,-0.5986344953279361,0.6833407662742127,hv
100_29,0.09614015679521186,0.10785913559143763,-0.5876014948348274,0.7088564941981615,hv
100_3,0.27223392375889427,0.16122057000318532,-0.4406352302155186,0.7846947469310943,hv
100_30,0.23479628030860875,0.18344527290569554,-0.47037206036996354,0.7677390465566126,hv
100_31,0.20010201658630006,0.12241612698399038,-0.5103900315071266,0.7568170281550416,hv
100_32,0.07733797417008761,0.10821384517730721,-0.592751293472846,0.697933293992002,hv
100_33,0.15125588546051252,0.11847412732348288,-0.5229794918386946,0.731133996423022,hv
100_34,0.05727882003232023,0.089394892742821,-0.6097676372847345,0.6891589265218186,hv
100_35,0.16412335609711592,0.13229771543257837,-0.5351162004969248,0.7396613932696824,hv
100_36,0.08210140075504369,0.10047821787092838,-0.5838203093817551,0.6994982228063177,hv
100_37,0.14988802583638708,0.10891422803259518,-0.5454971019533229,0.7338913936214836,hv
100_38,0.07800696915993509,0.10249479736938566,-0.5651791092821843,0.692739012954231,hv
