idx,subject,acquisition,reconstruction,run,suffix,space,desc,session,task,report_type,chunk,been_on_screen,report,rater,note,usable,dn_action,usable_rev,note_rev,reviewed,idx_fmap,chunk_fmap,from_fmap_corrected_run
5.0,23593,,,1.0,bold,,bbregister,v3,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
6.0,23593,,,1.0,bold,,bbregister,v3,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
7.0,23593,,,1.0,bold,,bbregister,v4,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
8.0,23593,,,1.0,bold,,bbregister,v4,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
9.0,23593,,,1.0,bold,,bbregister,v5,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
10.0,23593,,,1.0,bold,,bbregister,v5,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
17.0,23607,,,1.0,bold,,bbregister,v1,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
18.0,23607,,,1.0,bold,,bbregister,v1,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
19.0,23607,,,1.0,bold,,bbregister,v2,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
20.0,23607,,,2.0,bold,,bbregister,v2,mid,bbregister,8.0,True,1.0,dn,anterior do,True,,,,False,,,False
21.0,23607,,,1.0,bold,,bbregister,v2,rest,bbregister,8.0,True,1.0,dn,anterior do,True,,,,False,,,False
22.0,23607,,,1.0,bold,,bbregister,v3,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
23.0,23607,,,1.0,bold,,bbregister,v3,rest,bbregister,8.0,True,1.0,dn,,True,,True,mask missed a little bit superior.,True,,,False
24.0,23607,,,1.0,bold,,bbregister,v4,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
25.0,23607,,,1.0,bold,,bbregister,v4,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
26.0,23607,,,1.0,bold,,bbregister,v5,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
27.0,23607,,,1.0,bold,,bbregister,v5,rest,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
28.0,23607,,,1.0,bold,,bbregister,v6,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
29.0,23607,,,1.0,bold,,bbregister,v6,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
39.0,23613,,,1.0,bold,,bbregister,v1,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
40.0,23613,,,1.0,bold,,bbregister,v1,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
41.0,23614,,,1.0,bold,,bbregister,v1,mid,bbregister,8.0,True,1.0,dn,anterior do,True,,,,False,,,False
42.0,23614,,,1.0,bold,,bbregister,v1,rest,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
43.0,23625,,,1.0,bold,,bbregister,v1,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
44.0,23625,,,1.0,bold,,bbregister,v1,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
45.0,23625,,,1.0,bold,,bbregister,v2,mid,bbregister,8.0,True,1.0,dn,anterior do,True,,,,False,,,False
46.0,23625,,,1.0,bold,,bbregister,v2,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
47.0,23625,,,1.0,bold,,bbregister,v3,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
48.0,23625,,,1.0,bold,,bbregister,v3,rest,bbregister,8.0,True,1.0,dn,,True,,,,False,,,False
49.0,23625,,,1.0,bold,,bbregister,v4,mid,bbregister,8.0,True,1.0,dn,do,True,,,,False,,,False
0.0,23625,,,1.0,bold,,bbregister,v4,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
1.0,23625,,,1.0,bold,,bbregister,v5,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
2.0,23625,,,1.0,bold,,bbregister,v5,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
3.0,23625,,,1.0,bold,,bbregister,v6,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
4.0,23625,,,1.0,bold,,bbregister,v6,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
5.0,23639,,,1.0,bold,,bbregister,v1,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
6.0,23639,,,1.0,bold,,bbregister,v1,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
7.0,23639,,,1.0,bold,,bbregister,v4,mid,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
8.0,23639,,,1.0,bold,,bbregister,v4,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
9.0,23641,,,1.0,bold,,bbregister,v1,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
10.0,23641,,,1.0,bold,,bbregister,v1,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
11.0,23641,,,2.0,bold,,bbregister,v1,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
12.0,23641,,,1.0,bold,,bbregister,v2,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
13.0,23641,,,1.0,bold,,bbregister,v2,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
14.0,23641,,,1.0,bold,,bbregister,v3,mid,bbregister,9.0,True,0.0,dn,review; dark bold,False,,False,mask includes skull around temporal lobe.,True,,,False
15.0,23641,,,1.0,bold,,bbregister,v3,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
16.0,23641,,,1.0,bold,,bbregister,v4,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
17.0,23641,,,1.0,bold,,bbregister,v4,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
18.0,23641,,,1.0,bold,,bbregister,v5,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
19.0,23641,,,1.0,bold,,bbregister,v5,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
20.0,23643,,,1.0,bold,,bbregister,v1,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
21.0,23643,,,1.0,bold,,bbregister,v1,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
22.0,23643,,,1.0,bold,,bbregister,v2,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
23.0,23643,,,1.0,bold,,bbregister,v2,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
24.0,23643,,,1.0,bold,,bbregister,v3,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
25.0,23643,,,1.0,bold,,bbregister,v3,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
26.0,23643,,,1.0,bold,,bbregister,v4,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
27.0,23643,,,1.0,bold,,bbregister,v4,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
28.0,23644,,,1.0,bold,,bbregister,v1,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
29.0,23644,,,1.0,bold,,bbregister,v1,rest,bbregister,9.0,True,0.0,dn,temporal miss,False,,False,,True,,,False
30.0,23644,,,1.0,bold,,bbregister,v2,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
31.0,23644,,,1.0,bold,,bbregister,v2,rest,bbregister,9.0,True,0.0,dn,temporal miss,False,,False,,True,,,False
32.0,23644,,,1.0,bold,,bbregister,v4,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
33.0,23644,,,1.0,bold,,bbregister,v4,rest,bbregister,9.0,True,0.0,dn,temporal miss,False,,False,,True,,,False
34.0,23656,,,1.0,bold,,bbregister,v1,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
35.0,23656,,,1.0,bold,,bbregister,v1,rest,bbregister,9.0,True,1.0,dn,anterior do,True,,True,mask missed a little bit superior.,True,,,False
36.0,23668,,,1.0,bold,,bbregister,v1,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
37.0,23668,,,1.0,bold,,bbregister,v1,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
38.0,23668,,,1.0,bold,,bbregister,v2,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
39.0,23668,,,1.0,bold,,bbregister,v2,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
40.0,23668,,,1.0,bold,,bbregister,v3,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
41.0,23668,,,1.0,bold,,bbregister,v3,rest,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
42.0,23668,,,1.0,bold,,bbregister,v4,mid,bbregister,9.0,True,1.0,dn,do,True,,,,False,,,False
43.0,23668,,,1.0,bold,,bbregister,v4,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
44.0,23672,,,1.0,bold,,bbregister,v1,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
45.0,23672,,,1.0,bold,,bbregister,v1,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
46.0,23672,,,1.0,bold,,bbregister,v2,mid,bbregister,9.0,True,1.0,dn,anterior do,True,,,,False,,,False
47.0,23672,,,1.0,bold,,bbregister,v2,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
48.0,23672,,,1.0,bold,,bbregister,v3,mid,bbregister,9.0,True,1.0,dn,dp,True,,,,False,,,False
49.0,23672,,,1.0,bold,,bbregister,v3,rest,bbregister,9.0,True,1.0,dn,,True,,,,False,,,False
0.0,23672,,,1.0,bold,,bbregister,v4,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
1.0,23672,,,1.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
2.0,23672,,,1.0,bold,,bbregister,v6,mid,bbregister,10.0,True,1.0,dn,anterior do,True,,,,False,,,False
3.0,23672,,,1.0,bold,,bbregister,v6,rest,bbregister,10.0,True,1.0,dn,,True,,True,"mask cuts out a bit, but there is not good signal there",True,,,False
4.0,23673,,,1.0,bold,,bbregister,v1,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
5.0,23673,,,1.0,bold,,bbregister,v1,rest,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
6.0,23673,,,1.0,bold,,bbregister,v4,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
7.0,23673,,,1.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
8.0,23689,,,1.0,bold,,bbregister,v1,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
9.0,23689,,,1.0,bold,,bbregister,v1,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
10.0,23689,,,1.0,bold,,bbregister,v2,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
11.0,23689,,,1.0,bold,,bbregister,v2,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
12.0,23689,,,1.0,bold,,bbregister,v3,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
13.0,23689,,,1.0,bold,,bbregister,v3,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
14.0,23689,,,1.0,bold,,bbregister,v4,mid,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
15.0,23689,,,1.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
16.0,23689,,,2.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
17.0,23689,,,1.0,bold,,bbregister,v5,mid,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
18.0,23689,,,1.0,bold,,bbregister,v5,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
19.0,23693,,,1.0,bold,,bbregister,v1,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
20.0,23693,,,1.0,bold,,bbregister,v1,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
21.0,23693,,,1.0,bold,,bbregister,v4,mid,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
22.0,23693,,,1.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
23.0,23717,,,1.0,bold,,bbregister,v1,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
24.0,23717,,,1.0,bold,,bbregister,v1,rest,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
25.0,23717,,,1.0,bold,,bbregister,v2,mid,bbregister,10.0,True,1.0,dn,do,True,,True,mask missed a little bit superior.,True,,,False
26.0,23717,,,1.0,bold,,bbregister,v2,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
27.0,23717,,,1.0,bold,,bbregister,v3,mid,bbregister,10.0,True,1.0,dn,anterior do,True,,,,False,,,False
28.0,23717,,,1.0,bold,,bbregister,v3,rest,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
29.0,23717,,,1.0,bold,,bbregister,v4,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
30.0,23717,,,1.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
31.0,23718,,,1.0,bold,,bbregister,v1,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
32.0,23718,,,1.0,bold,,bbregister,v1,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
33.0,23718,,,1.0,bold,,bbregister,v2,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
34.0,23718,,,1.0,bold,,bbregister,v2,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
35.0,23718,,,1.0,bold,,bbregister,v3,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
36.0,23718,,,1.0,bold,,bbregister,v3,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
37.0,23718,,,1.0,bold,,bbregister,v4,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
38.0,23718,,,1.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
39.0,23720,,,1.0,bold,,bbregister,v1,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
40.0,23720,,,1.0,bold,,bbregister,v1,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
41.0,23720,,,1.0,bold,,bbregister,v2,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
42.0,23720,,,1.0,bold,,bbregister,v2,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
43.0,23720,,,1.0,bold,,bbregister,v3,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
44.0,23720,,,1.0,bold,,bbregister,v3,rest,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
45.0,23720,,,1.0,bold,,bbregister,v4,mid,bbregister,10.0,True,1.0,dn,anterior do,True,,,,False,,,False
46.0,23720,,,1.0,bold,,bbregister,v4,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
47.0,23732,,,1.0,bold,,bbregister,i1,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
48.0,23732,,,1.0,bold,,bbregister,i1,rest,bbregister,10.0,True,1.0,dn,,True,,,,False,,,False
49.0,23732,,,1.0,bold,,bbregister,i2,mid,bbregister,10.0,True,1.0,dn,do,True,,,,False,,,False
0.0,23732,,,1.0,bold,,bbregister,i2,rest,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
1.0,23732,,,1.0,bold,,bbregister,i3,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
2.0,23732,,,1.0,bold,,bbregister,i3,rest,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
3.0,23732,,,1.0,bold,,bbregister,v1,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
4.0,23732,,,2.0,bold,,bbregister,v1,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
5.0,23732,,,1.0,bold,,bbregister,v1,rest,bbregister,11.0,True,0.0,dn,review; weird segmented artifact,True,,True,,True,,,False
6.0,23732,,,1.0,bold,,bbregister,v2,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
7.0,23732,,,1.0,bold,,bbregister,v2,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
8.0,23732,,,1.0,bold,,bbregister,v3,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
9.0,23732,,,1.0,bold,,bbregister,v3,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
10.0,23732,,,1.0,bold,,bbregister,v4,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
11.0,23745,,,1.0,bold,,bbregister,v1,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
12.0,23745,,,1.0,bold,,bbregister,v1,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
13.0,23745,,,1.0,bold,,bbregister,v2,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
14.0,23745,,,1.0,bold,,bbregister,v2,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
15.0,23745,,,1.0,bold,,bbregister,v3,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
16.0,23745,,,1.0,bold,,bbregister,v3,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
17.0,23745,,,1.0,bold,,bbregister,v4,mid,bbregister,11.0,True,1.0,dn,so,True,,,,False,,,False
18.0,23745,,,1.0,bold,,bbregister,v4,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
19.0,23745,,,1.0,bold,,bbregister,v5,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
20.0,23745,,,1.0,bold,,bbregister,v5,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
21.0,23746,,,1.0,bold,,bbregister,v1,mid,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
22.0,23746,,,1.0,bold,,bbregister,v1,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
23.0,23746,,,2.0,bold,,bbregister,v1,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
24.0,23746,,,1.0,bold,,bbregister,v2,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
25.0,23746,,,1.0,bold,,bbregister,v2,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
26.0,23746,,,1.0,bold,,bbregister,v3,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
27.0,23746,,,1.0,bold,,bbregister,v3,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
28.0,23746,,,1.0,bold,,bbregister,v4,mid,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
29.0,23746,,,1.0,bold,,bbregister,v4,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
30.0,23746,,,1.0,bold,,bbregister,v5,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
31.0,23746,,,1.0,bold,,bbregister,v5,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
32.0,23748,,,1.0,bold,,bbregister,v1,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
33.0,23748,,,1.0,bold,,bbregister,v1,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
34.0,23753,,,1.0,bold,,bbregister,v1,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
35.0,23753,,,1.0,bold,,bbregister,v1,rest,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
36.0,23757,,,1.0,bold,,bbregister,v1,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
37.0,23757,,,1.0,bold,,bbregister,v1,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
38.0,23757,,,1.0,bold,,bbregister,v2,mid,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
39.0,23757,,,1.0,bold,,bbregister,v2,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
40.0,23757,,,1.0,bold,,bbregister,v3,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
41.0,23757,,,2.0,bold,,bbregister,v3,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
42.0,23757,,,1.0,bold,,bbregister,v3,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
43.0,23757,,,1.0,bold,,bbregister,v4,mid,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
44.0,23757,,,1.0,bold,,bbregister,v4,rest,bbregister,11.0,True,1.0,dn,,False,,False,massive SDC failure,True,,,False
45.0,23759,,,1.0,bold,,bbregister,v1,mid,bbregister,11.0,True,0.0,dn,do,False,,False,,True,,,False
46.0,23759,,,1.0,bold,,bbregister,v1,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
47.0,23759,,,1.0,bold,,bbregister,v2,mid,bbregister,11.0,True,1.0,dn,do,True,,,,False,,,False
48.0,23759,,,1.0,bold,,bbregister,v2,rest,bbregister,11.0,True,1.0,dn,,True,,,,False,,,False
49.0,23759,,,1.0,bold,,bbregister,v3,mid,bbregister,11.0,True,0.0,dn,do,False,,False,,True,,,False
0.0,23759,,,1.0,bold,,bbregister,v3,rest,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
1.0,23759,,,1.0,bold,,bbregister,v4,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
2.0,23759,,,1.0,bold,,bbregister,v4,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
3.0,23765,,,1.0,bold,,bbregister,v1,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
4.0,23765,,,1.0,bold,,bbregister,v1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
5.0,23765,,,1.0,bold,,bbregister,v2,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
6.0,23765,,,1.0,bold,,bbregister,v2,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
7.0,23765,,,1.0,bold,,bbregister,v3,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
8.0,23765,,,1.0,bold,,bbregister,v3,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
9.0,23765,,,1.0,bold,,bbregister,v6,mid,bbregister,12.0,True,1.0,dn,anterior do,True,,,,False,,,False
10.0,23765,,,1.0,bold,,bbregister,v6,rest,bbregister,12.0,True,1.0,dn,do,True,,True,mask missed a little bit superior.,True,,,False
11.0,23766,,,1.0,bold,,bbregister,o4,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
12.0,23766,,,1.0,bold,,bbregister,o4,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
13.0,23766,,,1.0,bold,,bbregister,v1o1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
14.0,23767,,,1.0,bold,,bbregister,o4,mid,bbregister,12.0,True,1.0,dn,,True,,True,,True,,,False
15.0,23767,,,1.0,bold,,bbregister,o4,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
16.0,23767,,,2.0,bold,,bbregister,o4,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
17.0,23767,,,1.0,bold,,bbregister,v1,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
18.0,23767,,,1.0,bold,,bbregister,v1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
19.0,23767,,,1.0,bold,,bbregister,v2o1,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
20.0,23767,,,1.0,bold,,bbregister,v2o1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
21.0,23770,,,1.0,bold,,bbregister,v1,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
22.0,23770,,,1.0,bold,,bbregister,v1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
23.0,23770,,,1.0,bold,,bbregister,v2,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
24.0,23770,,,2.0,bold,,bbregister,v2,mid,bbregister,12.0,True,1.0,dn,,True,,True,,True,,,False
25.0,23770,,,1.0,bold,,bbregister,v2,rest,bbregister,12.0,True,1.0,dn,,True,,True,,True,,,False
26.0,23770,,,1.0,bold,,bbregister,v3,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
27.0,23770,,,1.0,bold,,bbregister,v3,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
28.0,23778,,,1.0,bold,,bbregister,v1,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
29.0,23778,,,1.0,bold,,bbregister,v1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
30.0,23780,,,1.0,bold,,bbregister,v1,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
31.0,23780,,,1.0,bold,,bbregister,v1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
32.0,23780,,,1.0,bold,,bbregister,v2,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
33.0,23780,,,2.0,bold,,bbregister,v2,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
34.0,23780,,,1.0,bold,,bbregister,v2,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
35.0,23780,,,1.0,bold,,bbregister,v3,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
36.0,23780,,,1.0,bold,,bbregister,v3,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
37.0,23780,,,1.0,bold,,bbregister,v4,mid,bbregister,12.0,True,1.0,dn,anterior do,True,,,,False,,,False
38.0,23780,,,1.0,bold,,bbregister,v4,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
39.0,23783,,,1.0,bold,,bbregister,o12,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
40.0,23783,,,1.0,bold,,bbregister,o12,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
41.0,23783,,,1.0,bold,,bbregister,o4,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
42.0,23783,,,1.0,bold,,bbregister,o4,rest,bbregister,12.0,True,1.0,dn,,True,,True,mask missed occipital pole,True,,,False
43.0,23783,,,1.0,bold,,bbregister,o8,mid,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
44.0,23783,,,1.0,bold,,bbregister,o8,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
45.0,23783,,,1.0,bold,,bbregister,v1o1,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
46.0,23783,,,1.0,bold,,bbregister,v1o1,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
47.0,23783,,,1.0,bold,,bbregister,v2,mid,bbregister,12.0,True,1.0,dn,do,True,,True,mask missed a little bit superior.,True,,,False
48.0,23783,,,1.0,bold,,bbregister,v2,rest,bbregister,12.0,True,1.0,dn,,True,,,,False,,,False
49.0,23783,,,1.0,bold,,bbregister,v3,mid,bbregister,12.0,True,1.0,dn,do,True,,,,False,,,False
0.0,23783,,,1.0,bold,,bbregister,v3,rest,bbregister,13.0,True,1.0,dn,,True,,,,False,,,False
1.0,23783,,,1.0,bold,,bbregister,v4,mid,bbregister,13.0,True,1.0,dn,,True,,,,False,,,False
2.0,23783,,,1.0,bold,,bbregister,v4,rest,bbregister,13.0,True,1.0,dn,,True,,,,False,,,False
