type,measure,ICC,F,df1,df2,p,lower bound,upper bound,10%,90%
ICC2,97_27,0.36643189114777297,2.293919783963272,56,56,0.01667275811522672,-0.284404295128925,0.7914212949126663,0.5254653349390576,0.25065821044272946
ICC3,97_27,0.3734814339139845,2.293919783963272,56,56,0.01667275811522672,-0.28912537753838063,0.7955410029939407,0.5239486339033029,0.24223182225996712
ICC2,97_28,0.33280024706232464,2.092844016554655,56,56,0.02560935650511227,-0.3219609296911442,0.7766387255228447,0.4944038421581707,0.2179799885101916
ICC3,97_28,0.33540768876250343,2.092844016554655,56,56,0.02560935650511227,-0.3293445484418667,0.77915453496208,0.49268220093826304,0.21763807091035528
ICC2,97_29,0.26192935670064776,1.8104193769257528,56,56,0.06970577981756941,-0.3772273061675021,0.7414705915743647,0.4338403921903706,0.12840988089319255
ICC3,97_29,0.26741077885744363,1.8104193769257528,56,56,0.06970577981756941,-0.3929819271575405,0.7472653794747754,0.43271783876518,0.12258889661961792
ICC2,97_30,0.18764327511512308,1.5168847057769437,56,56,0.13747891149618804,-0.45546818040749054,0.7069780455358884,0.34856436660371914,0.05289148747020811
ICC3,97_30,0.1890011840198408,1.5168847057769437,56,56,0.13747891149618804,-0.4626601636373097,0.7091558449082931,0.34856436660371914,0.05233928776321081
ICC2,97_31,0.3508399433299935,2.2335114096768023,56,56,0.01718293903536375,-0.29251373470956915,0.7841811170601051,0.5129653670309517,0.23778837032048591
ICC3,97_31,0.3635348369344597,2.2335114096768023,56,56,0.01718293903536375,-0.30040149223119667,0.7914746231693255,0.5079217693239363,0.23157634006436056
ICC2,97_32,0.265902858223702,1.7872578963623025,56,56,0.05465936782986325,-0.3871230489287836,0.7460671770972641,0.4100170978666562,0.15044399437399025
ICC3,97_32,0.2679948505893387,1.7872578963623025,56,56,0.05465936782986325,-0.39542220869848105,0.7486503711375441,0.408668122103112,0.1483040734208645
ICC2,97_33,0.15299639755692124,1.404497308392144,56,56,0.17211410728238877,-0.467493312885143,0.6858349356011764,0.2728648975649852,0.01034542378679317
ICC3,97_33,0.15658377514085062,1.404497308392144,56,56,0.17211410728238877,-0.4903596272528328,0.6929528042608515,0.2732596393636234,0.00679793134836095
ICC2,97_34,0.32749129767137025,2.1671723988487677,56,56,0.02650160289808771,-0.3011555105385089,0.7717522886948092,0.48840673002684776,0.1967666159506888
ICC3,97_34,0.3472343479722437,2.1671723988487677,56,56,0.02650160289808771,-0.3156447611885745,0.7838791078221438,0.4896915705606316,0.19142795733594023
ICC2,97_35,0.2955286455430969,2.030218377637494,56,56,0.05392947062295978,-0.33014669541914016,0.7549984327594624,0.4901896178415821,0.13218328921378608
ICC3,97_35,0.31055720737970044,2.030218377637494,56,56,0.05392947062295978,-0.34851624025936906,0.7662689269831735,0.4956578570399671,0.12566135942137402
ICC2,97_36,0.3173714587730878,2.1035175523471143,56,56,0.0364383029562244,-0.3187614837266409,0.7675360251686747,0.4984412729258528,0.19459098178134027
